business_id,name,normalized_name,rating,review_count,rating_band,rating_reliability,price,price_level,price_tier,value_score,hidden_gem,shop_type,popularity_band,categories,address,address1,city,state,zip_code,latitude,longitude,phone,yelp_url,image_url
'5nTHdGj-rjXNTf1P2nuETQ,Yours Cafe,yours cafe,4.7,78,4.5-5.0,50+ reviews,Unknown,,Unknown,,Yes,Independent / Local,Medium: 50-199 reviews,"Cafes, Coffee & Tea, Breakfast & Brunch","2619 Connecticut Ave NW, Washington, DC 20008",2619 Connecticut Ave NW,"Washington, DC",DC,20008,38.92417,-77.0514,(202) 516-4336,https://www.yelp.com/biz/yours-cafe-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/MB1_hljS4fIgBbnH1ycQmg/o.jpg
'Ldm1tzHlw--JRGASgNSNVw,Yerevan,yerevan,4.6,97,4.5-5.0,50+ reviews,$,1,Budget,82.93,Yes,Independent / Local,Medium: 50-199 reviews,"Desserts, Coffee & Tea, Tapas/Small Plates","2204 18th St NW, Washington, DC 20009",2204 18th St NW,"Washington, DC",DC,20009,38.91904458,-77.04174315,(202) 516-5924,https://www.yelp.com/biz/yerevan-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/drLQP2qjaubsJyKEbY222g/o.jpg
'VULe5yDqaGSxlq5ObB1mBg,Emissary Coffeehouse,emissary coffeehouse,4,69,4.0-4.4,50+ reviews,Unknown,,Unknown,,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Breakfast & Brunch, Sandwiches","1726 20th St NW, Washington, DC 20009",1726 20th St NW,"Washington, DC",DC,20009,38.913684,-77.045085,(202) 748-5655,https://www.yelp.com/biz/emissary-coffeehouse-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/pX_Ug5eg51jwHK-IVLsBIg/o.jpg
'aH-g4HhTCI2N1a0BO70O6g,South Block,south block,4.4,59,4.0-4.4,50+ reviews,$$,2,Moderate,70.73,No,Chain,Medium: 50-199 reviews,"Juice Bars & Smoothies, Acai Bowls, Coffee & Tea","1418 14th St NW, Washington, DC 20005",1418 14th St NW,"Washington, DC",DC,20005,38.90948,-77.03226,(703) 465-8423,https://www.yelp.com/biz/south-block-washington-8?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/xe3KMDZzoyzTrGwJ3L_IAA/o.jpg
'3q4TPBPwEuJ1HY0Z3Ol5OA,Toastique,toastique,4.4,393,4.0-4.4,50+ reviews,$$,2,Moderate,74.57,No,Chain,High: 200-499 reviews,"Juice Bars & Smoothies, Breakfast & Brunch, Coffee & Tea","764 Maine Ave SW, Washington, DC 20024",764 Maine Ave SW,"Washington, DC",DC,20024,38.8793257,-77.0239435,(202) 484-5200,https://www.yelp.com/biz/toastique-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/kjAc07Wxrmbj35H8Y2Dwnw/o.jpg
'X8imRrNd6G5Z1ekSEwC8YA,Swing Coffee Roasters,swing coffee roasters,4.1,245,4.0-4.4,50+ reviews,$,1,Budget,76.81,No,Chain,High: 200-499 reviews,"Coffee & Tea, Coffee Roasteries","1702 G St NW, Washington, DC 20006",1702 G St NW,"Washington, DC",DC,20006,38.898096,-77.039904,(202) 408-1315,https://www.yelp.com/biz/swing-coffee-roasters-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/UxpNfKC61yjJBPd49jlBpA/o.jpg
'deApjK4xBBxw3fPISsnClw,Union Kitchen Grocery,union kitchen grocery,4.2,27,4.0-4.4,Under 50 reviews,$$,2,Moderate,65.98,No,Chain,Low: under 50 reviews,"Coffee & Tea, Convenience Stores, Sandwiches","1625 Eckington Pl NE, Washington, DC 20002",1625 Eckington Pl NE,"Washington, DC",DC,20002,38.91209,-77.00369,(202) 792-7850,https://www.yelp.com/biz/union-kitchen-grocery-washington-8?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/CJHQRowCDt8p0QoP-X86fg/o.jpg
'2jukv5mDaPv0u94thK8JeQ,Compass Coffee,compass coffee,4,97,4.0-4.4,50+ reviews,$$,2,Moderate,65.33,No,Chain,Medium: 50-199 reviews,Coffee & Tea,"1921 8th St NW, Washington, DC 20001",1921 8th St NW,"Washington, DC",DC,20001,38.916256,-77.022773,(202) 838-3139,https://www.yelp.com/biz/compass-coffee-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/nj6wEiTg0I-sDU1AiqyBtg/o.jpg
'l61VZi6tQU15IYNu-Bc9WQ,Roasting Plant Coffee,roasting plant coffee,4,24,4.0-4.4,Under 50 reviews,$$,2,Moderate,62.55,No,Chain,Low: under 50 reviews,"Coffee & Tea, Coffee & Tea","1901 L St NW, Washington, DC 20036",1901 L St NW,"Washington, DC",DC,20036,38.90398208,-77.0436562,,https://www.yelp.com/biz/roasting-plant-coffee-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/nwNu0lfB46uuJUCyKOw7yQ/o.jpg
'D6tgLf3k_9EzHKYPa7avjQ,Gute Leute,gute leute,4.5,279,4.5-5.0,50+ reviews,$$,2,Moderate,75.47,No,Independent / Local,High: 200-499 reviews,Coffee & Tea,"800 N Glebe Rd, Ste 100, Arlington, VA 22203",800 N Glebe Rd,Arlington,VA,22203,38.88022296,-77.1149873,(571) 259-6982,https://www.yelp.com/biz/gute-leute-arlington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/YOoYgLsbBQEwshEoPnVLDA/o.jpg
'XTDcNGDsxvFDkTuHKyOIAA,Uptown Cafe,uptown cafe,3.7,96,3.5-3.9,50+ reviews,$,1,Budget,68.51,No,Independent / Local,Medium: 50-199 reviews,"Coffee & Tea, Delis, Soup","131 M St NE, Washington, DC 20002",131 M St NE,"Washington, DC",DC,20002,38.905458,-77.005096,(202) 842-3777,https://www.yelp.com/biz/uptown-cafe-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/yBk5GOZfdta2JsgIjt5UgQ/o.jpg
'MYCsbqczPLkIxhKG5FSvkQ,Any Day Now,any day now,4.3,247,4.0-4.4,50+ reviews,$$,2,Moderate,72.02,No,Independent / Local,High: 200-499 reviews,"Coffee & Tea, Patisserie/Cake Shop, Breakfast & Brunch","2 I St SE, Washington, DC 20003",2 I St SE,"Washington, DC",DC,20003,38.87955,-77.00859,(703) 966-2620,https://www.yelp.com/biz/any-day-now-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/IkqEnYDBjaomCPEUHjGuKg/o.jpg
'-45B0X5tVfhT7sfj7kWRkw,Little Food Studio,little food studio,4.9,66,4.5-5.0,50+ reviews,Unknown,,Unknown,,Yes,Independent / Local,Medium: 50-199 reviews,"Sandwiches, Coffee & Tea, Breakfast & Brunch","849 Upshur St NW, Washington, DC 20011",849 Upshur St NW,"Washington, DC",DC,20011,38.9420451,-77.02479977,(771) 242-4037,https://www.yelp.com/biz/little-food-studio-washington-3?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/Un6hY0XdF8F8QPzPmASdjA/o.jpg
'3RpL7kvcWoJi9wsI7muJrg,Peregrine Espresso,peregrine espresso,4.2,545,4.0-4.4,50+ reviews,$$,2,Moderate,72.03,No,Chain,Very high: 500+ reviews,Coffee & Tea,"660 Pennsylvania Ave SE, Washington, DC 20003",660 Pennsylvania Ave SE,"Washington, DC",DC,20003,38.88553633,-76.99639691,(202) 629-4381,https://www.yelp.com/biz/peregrine-espresso-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/VJZGiJg7hbl16ofBtEr23Q/o.jpg
'1OrRgSPgEdHK0PsTO2cdyA,la Betty,la betty,3.6,44,3.5-3.9,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Wine Bars, Breakfast & Brunch, Coffee & Tea","420 K St NW, Washington, DC 20001",420 K St NW,"Washington, DC",DC,20001,38.90222,-77.0169,,https://www.yelp.com/biz/la-betty-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/dy-r7X603uH6G1gTErOSWg/o.jpg
'6UIODxXwkNoYz5g8Ep54gA,Sook,sook,4.4,19,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Breakfast & Brunch, Wine Bars","1346 T St NW, Washington, DC 20009",1346 T St NW,"Washington, DC",DC,20009,38.91541499,-77.0315603,(202) 506-4765,https://www.yelp.com/biz/sook-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/7WtlYido6iOo_TlI7LeDBQ/o.jpg
'eSXLgnLfWo9EO8yWry4vFg,Coffee Alley,coffee alley,4,1,4.0-4.4,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,Coffee & Tea,"701 7th St NW, Washington, DC 20001",701 7th St NW,"Washington, DC",DC,20001,38.898571,-77.0217743,,https://www.yelp.com/biz/coffee-alley-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,
'2h3gpqLShaoPKu6cJKo48Q,Bad Ass Coffee of Hawaii,bad ass coffee of hawaii,4.4,135,4.0-4.4,50+ reviews,$,1,Budget,80.4,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Breakfast & Brunch, Juice Bars & Smoothies","2466 Mandeville Ln, Alexandria, VA 22314",2466 Mandeville Ln,Alexandria,VA,22314,38.80256,-77.0721,(703) 894-0111,https://www.yelp.com/biz/bad-ass-coffee-alexandria-4?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/c0c4ttKRn_dCaAwmwr1s0w/o.jpg
'73AjCQfjOdGQRzQ36duuNg,Call Your Mother Deli - Barracks Row / Capitol Hill D.C,call your mother deli barracks row capitol hill dc,4.3,269,4.0-4.4,50+ reviews,$$,2,Moderate,72.2,No,Chain,High: 200-499 reviews,"Bagels, Delis, Coffee & Tea, Bagels, Delis, Coffee & Tea","701 8th St SE, Washington, DC 20003",701 8th St SE,"Washington, DC",DC,20003,38.881123,-76.995282,(202) 601-7655,https://www.yelp.com/biz/call-your-mother-washington-8?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/E2lWgAwuJW_9CrYviZNkKg/o.jpg
'qcmfvQV0xp4juQkPBjYfew,Llamas' Corner,llamas corner,3.4,5,Below 3.5,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Bubble Tea, Sandwiches","705 8th St SE, Washington, DC 20003",705 8th St SE,"Washington, DC",DC,20003,38.881009,-76.995295,,https://www.yelp.com/biz/llamas-corner-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/wdE20kPPcpiema1c1nw28A/o.jpg
'fWwSW-NyZtRva6LLZwWptw,Dolcezza,dolcezza,4.2,734,4.0-4.4,50+ reviews,$$,2,Moderate,72.63,No,Chain,Very high: 500+ reviews,"Coffee & Tea, Gelato","1704 Connecticut Ave NW, Washington, DC 20009",1704 Connecticut Ave NW,"Washington, DC",DC,20009,38.9128695,-77.04555414,(202) 299-9116,https://www.yelp.com/biz/dolcezza-washington-10?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/XUM-40N4IdVHTHhpBhLb3A/o.jpg
'bRPKrTS73rK76izltKbb9A,Buna Talk Cafe,buna talk cafe,4.5,2,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Cafes, Juice Bars & Smoothies","1110 Oak Dr SE, Washington, DC 20032",1110 Oak Dr SE,"Washington, DC",DC,20032,38.845819,-76.989916,,https://www.yelp.com/biz/buna-talk-cafe-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/NnG1O7rrvSi_vxeKtwKlpg/o.jpg
'cV7hW6djarQRVktRCYps1w,Cafe U,cafe u,4.5,56,4.5-5.0,50+ reviews,$,1,Budget,80.23,Yes,Independent / Local,Medium: 50-199 reviews,"Coffee & Tea, Donuts, Sandwiches","1017 U St NW, Washington, DC 20001",1017 U St NW,"Washington, DC",DC,20001,38.91721,-77.02653,(202) 234-0409,https://www.yelp.com/biz/cafe-u-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/TdFDl3tK1R-4luIIsD_hRw/o.jpg
'n4nseTWzpnerOIbSwbuHbQ,Avondale Coffee Shop,avondale coffee shop,5,6,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,Coffee & Tea,"1909 Michigan Ave NE, Washington, DC 20018",1909 Michigan Ave NE,"Washington, DC",DC,20018,38.94556,-76.97821,(202) 529-4854,https://www.yelp.com/biz/avondale-coffee-shop-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/4UCOIhyfV7AfhjUE-l-0jQ/o.jpg
'2I83iVac0MptEi7RpoxYQQ,The Roost,the roost,4.2,165,4.0-4.4,50+ reviews,$$,2,Moderate,69.61,No,Independent / Local,Medium: 50-199 reviews,"Coffee & Tea, Food Court, Pizza","1401 Pennsylvania Ave SE, Washington, DC 20003",1401 Pennsylvania Ave SE,"Washington, DC",DC,20003,38.87980721,-76.98523226,(202) 661-0142,https://www.yelp.com/biz/the-roost-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/QjWFUUFOhpo92AqKUZUZkQ/o.jpg
'5FsYqbLJOj-7T110pLiECg,Spot of Tea - Union Market,spot of tea union market,4.6,191,4.5-5.0,50+ reviews,$$,2,Moderate,76.3,No,Chain,Medium: 50-199 reviews,"Bubble Tea, Coffee & Tea","1309 5th St NE, Inside Union Market, Washington, DC 20002",1309 5th St NE,"Washington, DC",DC,20002,38.908598,-76.997378,(833) 322-1754,https://www.yelp.com/biz/spot-of-tea-union-market-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/s21L0UpfOaRUk1C9sIPGig/o.jpg
'0-OTVzmRIV1csYwQYuCa8g,Call Your Mother Deli - Park View,call your mother deli park view,4.2,614,4.0-4.4,50+ reviews,$$,2,Moderate,72.27,No,Chain,Very high: 500+ reviews,"Bagels, Delis, Coffee & Tea","3301 Georgia Ave NW, Washington, DC 20010",3301 Georgia Ave NW,"Washington, DC",DC,20010,38.93138,-77.0233,(202) 450-5307,https://www.yelp.com/biz/call-your-mother-deli-park-view-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/JCl9o3bWYhcDH9hop-TBEg/o.jpg
'_6zoYrrpu0kYSBCia1EfYg,Patisserie Poupon,patisserie poupon,3.8,395,3.5-3.9,50+ reviews,$$,2,Moderate,64.98,No,Independent / Local,High: 200-499 reviews,"Bakeries, French, Coffee & Tea","1645 Wisconsin Ave NW, Washington, DC 20007",1645 Wisconsin Ave NW,"Washington, DC",DC,20007,38.91163254,-77.06522369,(202) 342-3248,https://www.yelp.com/biz/patisserie-poupon-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/tQRRrchHIUHVfXzMg2DHjA/o.jpg
'G62_iggmugDRXJf_i25Hhw,Crumbs & Whiskers - Kitten & Cat Cafe,crumbs and whiskers kitten and cat cafe,4.6,256,4.5-5.0,50+ reviews,Unknown,,Unknown,,No,Chain,High: 200-499 reviews,"Pet Adoption, Themed Cafes, Coffee & Tea","3109 M St NW, Washington, DC 20007",3109 M St NW,"Washington, DC",DC,20007,38.90531528,-77.0615058,(202) 333-2814,https://www.yelp.com/biz/crumbs-and-whiskers-kitten-and-cat-cafe-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/K7F56IoEDShkLGVigWDtxA/o.jpg
'Xaiyx2CTAK2VmI0dVShnLw,Bread Furst,bread furst,3.6,680,3.5-3.9,50+ reviews,$$,2,Moderate,62.88,No,Independent / Local,Very high: 500+ reviews,"Bakeries, Coffee & Tea, Breakfast & Brunch","4434 Connecticut Ave, Washington, DC 20008",4434 Connecticut Ave,"Washington, DC",DC,20008,38.947456,-77.065943,(202) 765-1200,https://www.yelp.com/biz/bread-furst-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/-vn1cvuyUqlbhrYonn6txQ/o.jpg
'EQWAXG2pDvueNohw6DNlUg,Corner Bakery Cafe,corner bakery cafe,2.9,235,Below 3.5,50+ reviews,$$,2,Moderate,49.52,No,Chain,High: 200-499 reviews,"Bakeries, Coffee & Tea, Bakeries, Coffee & Tea","500 N Capitol St NW, Washington, DC 20001",500 N Capitol St NW,"Washington, DC",DC,20001,38.89644835,-77.00934918,(202) 788-0866,https://www.yelp.com/biz/corner-bakery-cafe-washington-18?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/AqfHj5XGQmrZdFjI-XHoUg/o.jpg
'i3455e8UeKr5GwEzYPJvIA,Solid State Books,solid state books,4.7,81,4.5-5.0,50+ reviews,$$,2,Moderate,76.17,Yes,Independent / Local,Medium: 50-199 reviews,"Bookstores, Coffee & Tea, Bars","600 H St NE, Washington, DC 20002",600 H St NE,"Washington, DC",DC,20002,38.90033659,-76.9967971,(202) 897-4201,https://www.yelp.com/biz/solid-state-books-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/hpEwre_2meX3WpgFNFxk3A/o.jpg
'hi3ksPcUL1OFVkuIpz5FxA,Dorpare Tea,dorpare tea,5,1,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,Coffee & Tea,"1369 New York Ave NE, Washington, DC 20002",1369 New York Ave NE,"Washington, DC",DC,20002,38.91520309,-76.98524475,,https://www.yelp.com/biz/dorpare-tea-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/-gnfbxfdeDBfcrAVuTEhWw/o.jpg
'T2SX98qbmIX8hcxanX1lKA,Ididos Coffee & Social,ididos coffee and social,5,30,4.5-5.0,Under 50 reviews,$$,2,Moderate,78.99,Yes,Independent / Local,Low: under 50 reviews,Coffee & Tea,"201 Kennedy St NW, Unit C1, Washington, DC 20011",201 Kennedy St NW,"Washington, DC",DC,20011,38.95682,-77.01383,(202) 878-8827,https://www.yelp.com/biz/ididos-coffee-and-social-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/cxrBpJdqZVNI9La7Tp6gLw/o.jpg
'EwIhDv1vSyYhx2d5tyYjuQ,maman,maman,4,305,4.0-4.4,50+ reviews,$$,2,Moderate,67.65,No,Chain,High: 200-499 reviews,"Bakeries, Coffee & Tea, Breakfast & Brunch","1353 Wisconsin Ave NW, Washington, DC 20007",1353 Wisconsin Ave NW,"Washington, DC",DC,20007,38.90806199,-77.06343909,(202) 506-3372,https://www.yelp.com/biz/maman-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/U_8x-osBd65QaJiO0SuYSg/o.jpg
'V4GyQTWNgIJSAGFKUn_0CA,Colada Shop,colada shop,4,95,4.0-4.4,50+ reviews,$$,2,Moderate,65.29,No,Chain,Medium: 50-199 reviews,"Coffee & Tea, Cocktail Bars, Sandwiches","1900 N St NW, Washington, DC 20036",1900 N St NW,"Washington, DC",DC,20036,38.907064,-77.043662,(202) 773-2016,https://www.yelp.com/biz/colada-shop-washington-7?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/_DPJ5qiRMomERVST4Fa0kQ/o.jpg
'Vlt48XJtrvyiAfvgHdS6CA,Compass Coffee,compass coffee,3.2,11,Below 3.5,Under 50 reviews,Unknown,,Unknown,,No,Chain,Low: under 50 reviews,Coffee & Tea,"1301 K St NW, Washington, DC 20005",1301 K St NW,"Washington, DC",DC,20005,38.90292,-77.03055,(202) 838-3193,https://www.yelp.com/biz/compass-coffee-washington-18?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/GscuUryRXY8roE1js9-Tfw/o.jpg
'HlPtKrLkxtZ8zmH69E2uNQ,Round Cafe,round cafe,5,7,4.5-5.0,Under 50 reviews,Unknown,,Unknown,,No,Independent / Local,Low: under 50 reviews,"Coffee & Tea, Bakeries","250 K St NE, Washington, DC 20002",250 K St NE,"Washington, DC",DC,20002,38.903018,-77.002432,,https://www.yelp.com/biz/round-cafe-washington?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/1e3PqQuSq0vAoHubiOPNDA/o.jpg
'CLypDUDCilrEZcRTOTGoZA,Tango Pastry,tango pastry,4.3,21,4.0-4.4,Under 50 reviews,$$,2,Moderate,67.09,No,Independent / Local,Low: under 50 reviews,"Bakeries, Coffee & Tea, Desserts","408 H St NE, Washington, DC 20002",408 H St NE,"Washington, DC",DC,20002,38.90036405,-77.00006129,(571) 478-1972,https://www.yelp.com/biz/tango-pastry-washington-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/RuVU9YihgE0df5BGOhFl7g/o.jpg
'FZYTUBE1syQMv1BS-cG8-g,Soricha Tea & Theater,soricha tea and theater,4.6,532,4.5-5.0,50+ reviews,$$,2,Moderate,78.38,No,Independent / Local,Very high: 500+ reviews,Coffee & Tea,"7112 Columbia Pike, Annandale, VA 22003",7112 Columbia Pike,Annandale,VA,22003,38.83303002,-77.19143658,(703) 642-0020,https://www.yelp.com/biz/soricha-tea-and-theater-annandale-2?adjust_creative=47RyEb0sp6jrPw4V0oZejg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=47RyEb0sp6jrPw4V0oZejg,https://s3-media0.fl.yelpcdn.com/bphoto/BQ94DjppsZnZcZ2Lz_UZng/o.jpg
